year,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,country
2000,3.034,2.192,0.626,0.216,AFG
2001,3.034,2.192,0.626,0.216,AFG
2002,3.034,2.192,0.626,0.216,AFG
2003,3.034,2.192,0.626,0.216,AFG
2004,3.034,2.192,0.626,0.216,AFG
2005,3.321,2.29,0.807,0.224,AFG
2006,3.321,2.29,0.807,0.224,AFG
2007,3.321,2.29,0.807,0.224,AFG
2008,3.321,2.29,0.807,0.224,AFG
2009,3.321,2.29,0.807,0.224,AFG
2010,3.933,2.683,1.022,0.228,AFG
2011,3.933,2.683,1.022,0.228,AFG
2012,3.933,2.683,1.022,0.228,AFG
2013,3.933,2.683,1.022,0.228,AFG
2014,3.933,2.683,1.022,0.228,AFG
2015,4.826,3.278,1.266,0.282,AFG
2016,4.826,3.278,1.266,0.282,AFG
2017,4.826,3.278,1.266,0.282,AFG
2018,4.826,3.278,1.266,0.282,AFG
2019,4.826,3.278,1.266,0.282,AFG
2020,4.826,3.278,1.266,0.282,AFG
2021,4.826,3.278,1.266,0.282,AFG
2022,4.826,3.278,1.266,0.282,AFG
2000,9.931,6.925,2.793,0.213,ALB
2001,9.931,6.925,2.793,0.213,ALB
2002,9.931,6.925,2.793,0.213,ALB
2003,9.931,6.925,2.793,0.213,ALB
2004,9.931,6.925,2.793,0.213,ALB
2005,10.237,7.218,2.884,0.136,ALB
2006,10.237,7.218,2.884,0.136,ALB
2007,10.237,7.218,2.884,0.136,ALB
2008,10.237,7.218,2.884,0.136,ALB
2009,10.237,7.218,2.884,0.136,ALB
2010,10.437,6.922,3.453,0.061,ALB
2011,10.437,6.922,3.453,0.061,ALB
2012,10.437,6.922,3.453,0.061,ALB
2013,10.437,6.922,3.453,0.061,ALB
2014,10.437,6.922,3.453,0.061,ALB
2015,10.972,6.742,3.725,0.506,ALB
2016,10.972,6.742,3.725,0.506,ALB
2017,10.972,6.742,3.725,0.506,ALB
2018,10.972,6.742,3.725,0.506,ALB
2019,10.972,6.742,3.725,0.506,ALB
2020,10.972,6.742,3.725,0.506,ALB
2021,10.972,6.742,3.725,0.506,ALB
2022,10.972,6.742,3.725,0.506,ALB
2000,6.056,4.013,1.835,0.208,DZA
2001,6.056,4.013,1.835,0.208,DZA
2002,6.056,4.013,1.835,0.208,DZA
2003,6.056,4.013,1.835,0.208,DZA
2004,6.056,4.013,1.835,0.208,DZA
2005,6.43,4.272,1.867,0.29,DZA
2006,6.43,4.272,1.867,0.29,DZA
2007,6.43,4.272,1.867,0.29,DZA
2008,6.43,4.272,1.867,0.29,DZA
2009,6.43,4.272,1.867,0.29,DZA
2010,7.001,4.448,2.169,0.384,DZA
2011,7.001,4.448,2.169,0.384,DZA
2012,7.001,4.448,2.169,0.384,DZA
2013,7.001,4.448,2.169,0.384,DZA
2014,7.001,4.448,2.169,0.384,DZA
2015,7.71,4.592,2.606,0.512,DZA
2016,7.71,4.592,2.606,0.512,DZA
2017,7.71,4.592,2.606,0.512,DZA
2018,7.71,4.592,2.606,0.512,DZA
2019,7.71,4.592,2.606,0.512,DZA
2020,7.71,4.592,2.606,0.512,DZA
2021,7.71,4.592,2.606,0.512,DZA
2022,7.71,4.592,2.606,0.512,DZA
2000,9.079,6.481,2.353,0.245,ARG
2001,9.079,6.481,2.353,0.245,ARG
2002,9.079,6.481,2.353,0.245,ARG
2003,9.079,6.481,2.353,0.245,ARG
2004,9.079,6.481,2.353,0.245,ARG
2005,9.572,6.688,2.623,0.261,ARG
2006,9.572,6.688,2.623,0.261,ARG
2007,9.572,6.688,2.623,0.261,ARG
2008,9.572,6.688,2.623,0.261,ARG
2009,9.572,6.688,2.623,0.261,ARG
2010,10.418,6.683,3.154,0.582,ARG
2011,10.418,6.683,3.154,0.582,ARG
2012,10.418,6.683,3.154,0.582,ARG
2013,10.418,6.683,3.154,0.582,ARG
2014,10.418,6.683,3.154,0.582,ARG
2015,10.206,6.587,3.133,0.485,ARG
2016,10.206,6.587,3.133,0.485,ARG
2017,10.206,6.587,3.133,0.485,ARG
2018,10.206,6.587,3.133,0.485,ARG
2019,10.206,6.587,3.133,0.485,ARG
2020,10.206,6.587,3.133,0.485,ARG
2021,10.206,6.587,3.133,0.485,ARG
2022,10.206,6.587,3.133,0.485,ARG
2000,10.754,5.23,4.939,0.585,ARM
2001,10.754,5.23,4.939,0.585,ARM
2002,10.754,5.23,4.939,0.585,ARM
2003,10.754,5.23,4.939,0.585,ARM
2004,10.754,5.23,4.939,0.585,ARM
2005,10.809,4.957,5.199,0.654,ARM
2006,10.809,4.957,5.199,0.654,ARM
2007,10.809,4.957,5.199,0.654,ARM
2008,10.809,4.957,5.199,0.654,ARM
2009,10.809,4.957,5.199,0.654,ARM
2010,10.945,4.746,5.469,0.73,ARM
2011,10.945,4.746,5.469,0.73,ARM
2012,10.945,4.746,5.469,0.73,ARM
2013,10.945,4.746,5.469,0.73,ARM
2014,10.945,4.746,5.469,0.73,ARM
2015,11.766,4.775,5.617,1.374,ARM
2016,11.766,4.775,5.617,1.374,ARM
2017,11.766,4.775,5.617,1.374,ARM
2018,11.766,4.775,5.617,1.374,ARM
2019,11.766,4.775,5.617,1.374,ARM
2020,11.766,4.775,5.617,1.374,ARM
2021,11.766,4.775,5.617,1.374,ARM
2022,11.766,4.775,5.617,1.374,ARM
2000,11.368,5.849,4.757,0.763,AUS
2001,11.368,5.849,4.757,0.763,AUS
2002,11.368,5.849,4.757,0.763,AUS
2003,11.368,5.849,4.757,0.763,AUS
2004,11.368,5.849,4.757,0.763,AUS
2005,11.706,5.879,4.899,0.927,AUS
2006,11.706,5.879,4.899,0.927,AUS
2007,11.706,5.879,4.899,0.927,AUS
2008,11.706,5.879,4.899,0.927,AUS
2009,11.706,5.879,4.899,0.927,AUS
2010,12.48,6.043,5.393,1.045,AUS
2011,12.48,6.043,5.393,1.045,AUS
2012,12.48,6.043,5.393,1.045,AUS
2013,12.48,6.043,5.393,1.045,AUS
2014,12.48,6.043,5.393,1.045,AUS
2015,12.449,6.128,5.078,1.242,AUS
2016,12.449,6.128,5.078,1.242,AUS
2017,12.449,6.128,5.078,1.242,AUS
2018,12.449,6.128,5.078,1.242,AUS
2019,12.449,6.128,5.078,1.242,AUS
2020,12.449,6.128,5.078,1.242,AUS
2021,12.449,6.128,5.078,1.242,AUS
2022,12.449,6.128,5.078,1.242,AUS
2000,9.434,3.833,5.174,0.426,AUT
2001,9.434,3.833,5.174,0.426,AUT
2002,9.434,3.833,5.174,0.426,AUT
2003,9.434,3.833,5.174,0.426,AUT
2004,9.434,3.833,5.174,0.426,AUT
2005,9.889,3.854,5.534,0.5,AUT
2006,9.889,3.854,5.534,0.5,AUT
2007,9.889,3.854,5.534,0.5,AUT
2008,9.889,3.854,5.534,0.5,AUT
2009,9.889,3.854,5.534,0.5,AUT
2010,10.13,3.866,5.721,0.543,AUT
2011,10.13,3.866,5.721,0.543,AUT
2012,10.13,3.866,5.721,0.543,AUT
2013,10.13,3.866,5.721,0.543,AUT
2014,10.13,3.866,5.721,0.543,AUT
2015,10.773,3.89,5.967,0.916,AUT
2016,10.773,3.89,5.967,0.916,AUT
2017,10.773,3.89,5.967,0.916,AUT
2018,10.773,3.89,5.967,0.916,AUT
2019,10.773,3.89,5.967,0.916,AUT
2020,10.773,3.89,5.967,0.916,AUT
2021,10.773,3.89,5.967,0.916,AUT
2022,10.773,3.89,5.967,0.916,AUT
2000,7.809,4.433,2.941,0.434,BHR
2001,7.809,4.433,2.941,0.434,BHR
2002,7.809,4.433,2.941,0.434,BHR
2003,7.809,4.433,2.941,0.434,BHR
2004,7.809,4.433,2.941,0.434,BHR
2005,7.434,4.252,2.793,0.389,BHR
2006,7.434,4.252,2.793,0.389,BHR
2007,7.434,4.252,2.793,0.389,BHR
2008,7.434,4.252,2.793,0.389,BHR
2009,7.434,4.252,2.793,0.389,BHR
2010,7.097,4.079,2.708,0.309,BHR
2011,7.097,4.079,2.708,0.309,BHR
2012,7.097,4.079,2.708,0.309,BHR
2013,7.097,4.079,2.708,0.309,BHR
2014,7.097,4.079,2.708,0.309,BHR
2015,9.453,5.19,3.59,0.673,BHR
2016,9.453,5.19,3.59,0.673,BHR
2017,9.453,5.19,3.59,0.673,BHR
2018,9.453,5.19,3.59,0.673,BHR
2019,9.453,5.19,3.59,0.673,BHR
2020,9.453,5.19,3.59,0.673,BHR
2021,9.453,5.19,3.59,0.673,BHR
2022,9.453,5.19,3.59,0.673,BHR
2000,4.767,2.832,1.816,0.119,BGD
2001,4.767,2.832,1.816,0.119,BGD
2002,4.767,2.832,1.816,0.119,BGD
2003,4.767,2.832,1.816,0.119,BGD
2004,4.767,2.832,1.816,0.119,BGD
2005,5.514,3.091,2.298,0.125,BGD
2006,5.514,3.091,2.298,0.125,BGD
2007,5.514,3.091,2.298,0.125,BGD
2008,5.514,3.091,2.298,0.125,BGD
2009,5.514,3.091,2.298,0.125,BGD
2010,6.216,3.459,2.623,0.134,BGD
2011,6.216,3.459,2.623,0.134,BGD
2012,6.216,3.459,2.623,0.134,BGD
2013,6.216,3.459,2.623,0.134,BGD
2014,6.216,3.459,2.623,0.134,BGD
2015,6.858,3.643,2.903,0.313,BGD
2016,6.858,3.643,2.903,0.313,BGD
2017,6.858,3.643,2.903,0.313,BGD
2018,6.858,3.643,2.903,0.313,BGD
2019,6.858,3.643,2.903,0.313,BGD
2020,6.858,3.643,2.903,0.313,BGD
2021,6.858,3.643,2.903,0.313,BGD
2022,6.858,3.643,2.903,0.313,BGD
2000,9.23,5.808,3.387,0.035,BRB
2001,9.23,5.808,3.387,0.035,BRB
2002,9.23,5.808,3.387,0.035,BRB
2003,9.23,5.808,3.387,0.035,BRB
2004,9.23,5.808,3.387,0.035,BRB
2005,9.412,5.849,3.485,0.079,BRB
2006,9.412,5.849,3.485,0.079,BRB
2007,9.412,5.849,3.485,0.079,BRB
2008,9.412,5.849,3.485,0.079,BRB
2009,9.412,5.849,3.485,0.079,BRB
2010,9.566,5.864,3.554,0.148,BRB
2011,9.566,5.864,3.554,0.148,BRB
2012,9.566,5.864,3.554,0.148,BRB
2013,9.566,5.864,3.554,0.148,BRB
2014,9.566,5.864,3.554,0.148,BRB
2015,9.904,5.869,3.676,0.359,BRB
2016,9.904,5.869,3.676,0.359,BRB
2017,9.904,5.869,3.676,0.359,BRB
2018,9.904,5.869,3.676,0.359,BRB
2019,9.904,5.869,3.676,0.359,BRB
2020,9.904,5.869,3.676,0.359,BRB
2021,9.904,5.869,3.676,0.359,BRB
2022,9.904,5.869,3.676,0.359,BRB
2000,10.954,5.718,4.369,0.866,BEL
2001,10.954,5.718,4.369,0.866,BEL
2002,10.954,5.718,4.369,0.866,BEL
2003,10.954,5.718,4.369,0.866,BEL
2004,10.954,5.718,4.369,0.866,BEL
2005,11.108,5.658,4.515,0.935,BEL
2006,11.108,5.658,4.515,0.935,BEL
2007,11.108,5.658,4.515,0.935,BEL
2008,11.108,5.658,4.515,0.935,BEL
2009,11.108,5.658,4.515,0.935,BEL
2010,11.289,5.678,4.586,1.026,BEL
2011,11.289,5.678,4.586,1.026,BEL
2012,11.289,5.678,4.586,1.026,BEL
2013,11.289,5.678,4.586,1.026,BEL
2014,11.289,5.678,4.586,1.026,BEL
2015,11.623,5.773,4.755,1.094,BEL
2016,11.623,5.773,4.755,1.094,BEL
2017,11.623,5.773,4.755,1.094,BEL
2018,11.623,5.773,4.755,1.094,BEL
2019,11.623,5.773,4.755,1.094,BEL
2020,11.623,5.773,4.755,1.094,BEL
2021,11.623,5.773,4.755,1.094,BEL
2022,11.623,5.773,4.755,1.094,BEL
2000,10.185,7.783,2.201,0.201,BLZ
2001,10.185,7.783,2.201,0.201,BLZ
2002,10.185,7.783,2.201,0.201,BLZ
2003,10.185,7.783,2.201,0.201,BLZ
2004,10.185,7.783,2.201,0.201,BLZ
2005,10.768,7.903,2.678,0.188,BLZ
2006,10.768,7.903,2.678,0.188,BLZ
2007,10.768,7.903,2.678,0.188,BLZ
2008,10.768,7.903,2.678,0.188,BLZ
2009,10.768,7.903,2.678,0.188,BLZ
2010,11.284,7.642,3.454,0.188,BLZ
2011,11.284,7.642,3.454,0.188,BLZ
2012,11.284,7.642,3.454,0.188,BLZ
2013,11.284,7.642,3.454,0.188,BLZ
2014,11.284,7.642,3.454,0.188,BLZ
2015,11.286,7.345,3.718,0.224,BLZ
2016,11.286,7.345,3.718,0.224,BLZ
2017,11.286,7.345,3.718,0.224,BLZ
2018,11.286,7.345,3.718,0.224,BLZ
2019,11.286,7.345,3.718,0.224,BLZ
2020,11.286,7.345,3.718,0.224,BLZ
2021,11.286,7.345,3.718,0.224,BLZ
2022,11.286,7.345,3.718,0.224,BLZ
2000,3.314,2.106,1.147,0.061,BEN
2001,3.314,2.106,1.147,0.061,BEN
2002,3.314,2.106,1.147,0.061,BEN
2003,3.314,2.106,1.147,0.061,BEN
2004,3.314,2.106,1.147,0.061,BEN
2005,3.853,2.346,1.425,0.082,BEN
2006,3.853,2.346,1.425,0.082,BEN
2007,3.853,2.346,1.425,0.082,BEN
2008,3.853,2.346,1.425,0.082,BEN
2009,3.853,2.346,1.425,0.082,BEN
2010,4.57,2.677,1.773,0.119,BEN
2011,4.57,2.677,1.773,0.119,BEN
2012,4.57,2.677,1.773,0.119,BEN
2013,4.57,2.677,1.773,0.119,BEN
2014,4.57,2.677,1.773,0.119,BEN
2015,5.515,3.149,2.192,0.173,BEN
2016,5.515,3.149,2.192,0.173,BEN
2017,5.515,3.149,2.192,0.173,BEN
2018,5.515,3.149,2.192,0.173,BEN
2019,5.515,3.149,2.192,0.173,BEN
2020,5.515,3.149,2.192,0.173,BEN
2021,5.515,3.149,2.192,0.173,BEN
2022,5.515,3.149,2.192,0.173,BEN
2000,8.728,6.033,2.299,0.395,BOL
2001,8.728,6.033,2.299,0.395,BOL
2002,8.728,6.033,2.299,0.395,BOL
2003,8.728,6.033,2.299,0.395,BOL
2004,8.728,6.033,2.299,0.395,BOL
2005,8.773,6.02,2.226,0.527,BOL
2006,8.773,6.02,2.226,0.527,BOL
2007,8.773,6.02,2.226,0.527,BOL
2008,8.773,6.02,2.226,0.527,BOL
2009,8.773,6.02,2.226,0.527,BOL
2010,8.569,5.811,2.128,0.63,BOL
2011,8.569,5.811,2.128,0.63,BOL
2012,8.569,5.811,2.128,0.63,BOL
2013,8.569,5.811,2.128,0.63,BOL
2014,8.569,5.811,2.128,0.63,BOL
2015,9.791,6.303,2.703,0.785,BOL
2016,9.791,6.303,2.703,0.785,BOL
2017,9.791,6.303,2.703,0.785,BOL
2018,9.791,6.303,2.703,0.785,BOL
2019,9.791,6.303,2.703,0.785,BOL
2020,9.791,6.303,2.703,0.785,BOL
2021,9.791,6.303,2.703,0.785,BOL
2022,9.791,6.303,2.703,0.785,BOL
2000,9.07,5.933,3.028,0.109,BWA
2001,9.07,5.933,3.028,0.109,BWA
2002,9.07,5.933,3.028,0.109,BWA
2003,9.07,5.933,3.028,0.109,BWA
2004,9.07,5.933,3.028,0.109,BWA
2005,9.513,6.199,3.204,0.11,BWA
2006,9.513,6.199,3.204,0.11,BWA
2007,9.513,6.199,3.204,0.11,BWA
2008,9.513,6.199,3.204,0.11,BWA
2009,9.513,6.199,3.204,0.11,BWA
2010,9.892,6.441,3.328,0.123,BWA
2011,9.892,6.441,3.328,0.123,BWA
2012,9.892,6.441,3.328,0.123,BWA
2013,9.892,6.441,3.328,0.123,BWA
2014,9.892,6.441,3.328,0.123,BWA
2015,10.318,6.576,3.422,0.32,BWA
2016,10.318,6.576,3.422,0.32,BWA
2017,10.318,6.576,3.422,0.32,BWA
2018,10.318,6.576,3.422,0.32,BWA
2019,10.318,6.576,3.422,0.32,BWA
2020,10.318,6.576,3.422,0.32,BWA
2021,10.318,6.576,3.422,0.32,BWA
2022,10.318,6.576,3.422,0.32,BWA
2000,6.757,5.045,1.494,0.219,BRA
2001,6.757,5.045,1.494,0.219,BRA
2002,6.757,5.045,1.494,0.219,BRA
2003,6.757,5.045,1.494,0.219,BRA
2004,6.757,5.045,1.494,0.219,BRA
2005,7.666,5.685,1.759,0.222,BRA
2006,7.666,5.685,1.759,0.222,BRA
2007,7.666,5.685,1.759,0.222,BRA
2008,7.666,5.685,1.759,0.222,BRA
2009,7.666,5.685,1.759,0.222,BRA
2010,8.167,5.706,2.134,0.328,BRA
2011,8.167,5.706,2.134,0.328,BRA
2012,8.167,5.706,2.134,0.328,BRA
2013,8.167,5.706,2.134,0.328,BRA
2014,8.167,5.706,2.134,0.328,BRA
2015,8.626,5.682,2.501,0.443,BRA
2016,8.626,5.682,2.501,0.443,BRA
2017,8.626,5.682,2.501,0.443,BRA
2018,8.626,5.682,2.501,0.443,BRA
2019,8.626,5.682,2.501,0.443,BRA
2020,8.626,5.682,2.501,0.443,BRA
2021,8.626,5.682,2.501,0.443,BRA
2022,8.626,5.682,2.501,0.443,BRA
2000,8.43,4.749,3.418,0.263,BRN
2001,8.43,4.749,3.418,0.263,BRN
2002,8.43,4.749,3.418,0.263,BRN
2003,8.43,4.749,3.418,0.263,BRN
2004,8.43,4.749,3.418,0.263,BRN
2005,8.62,4.729,3.582,0.309,BRN
2006,8.62,4.729,3.582,0.309,BRN
2007,8.62,4.729,3.582,0.309,BRN
2008,8.62,4.729,3.582,0.309,BRN
2009,8.62,4.729,3.582,0.309,BRN
2010,8.883,4.756,3.772,0.355,BRN
2011,8.883,4.756,3.772,0.355,BRN
2012,8.883,4.756,3.772,0.355,BRN
2013,8.883,4.756,3.772,0.355,BRN
2014,8.883,4.756,3.772,0.355,BRN
2015,9.076,4.766,3.885,0.424,BRN
2016,9.076,4.766,3.885,0.424,BRN
2017,9.076,4.766,3.885,0.424,BRN
2018,9.076,4.766,3.885,0.424,BRN
2019,9.076,4.766,3.885,0.424,BRN
2020,9.076,4.766,3.885,0.424,BRN
2021,9.076,4.766,3.885,0.424,BRN
2022,9.076,4.766,3.885,0.424,BRN
2000,9.654,6.237,2.841,0.577,BGR
2001,9.654,6.237,2.841,0.577,BGR
2002,9.654,6.237,2.841,0.577,BGR
2003,9.654,6.237,2.841,0.577,BGR
2004,9.654,6.237,2.841,0.577,BGR
2005,10.61,6.677,3.256,0.677,BGR
2006,10.61,6.677,3.256,0.677,BGR
2007,10.61,6.677,3.256,0.677,BGR
2008,10.61,6.677,3.256,0.677,BGR
2009,10.61,6.677,3.256,0.677,BGR
2010,11.069,6.718,3.596,0.756,BGR
2011,11.069,6.718,3.596,0.756,BGR
2012,11.069,6.718,3.596,0.756,BGR
2013,11.069,6.718,3.596,0.756,BGR
2014,11.069,6.718,3.596,0.756,BGR
2015,11.199,6.81,3.587,0.802,BGR
2016,11.199,6.81,3.587,0.802,BGR
2017,11.199,6.81,3.587,0.802,BGR
2018,11.199,6.81,3.587,0.802,BGR
2019,11.199,6.81,3.587,0.802,BGR
2020,11.199,6.81,3.587,0.802,BGR
2021,11.199,6.81,3.587,0.802,BGR
2022,11.199,6.81,3.587,0.802,BGR
2000,2.667,2.335,0.317,0.015,BDI
2001,2.667,2.335,0.317,0.015,BDI
2002,2.667,2.335,0.317,0.015,BDI
2003,2.667,2.335,0.317,0.015,BDI
2004,2.667,2.335,0.317,0.015,BDI
2005,2.969,2.529,0.418,0.021,BDI
2006,2.969,2.529,0.418,0.021,BDI
2007,2.969,2.529,0.418,0.021,BDI
2008,2.969,2.529,0.418,0.021,BDI
2009,2.969,2.529,0.418,0.021,BDI
2010,3.459,2.882,0.544,0.033,BDI
2011,3.459,2.882,0.544,0.033,BDI
2012,3.459,2.882,0.544,0.033,BDI
2013,3.459,2.882,0.544,0.033,BDI
2014,3.459,2.882,0.544,0.033,BDI
2015,3.435,2.775,0.603,0.058,BDI
2016,3.435,2.775,0.603,0.058,BDI
2017,3.435,2.775,0.603,0.058,BDI
2018,3.435,2.775,0.603,0.058,BDI
2019,3.435,2.775,0.603,0.058,BDI
2020,3.435,2.775,0.603,0.058,BDI
2021,3.435,2.775,0.603,0.058,BDI
2022,3.435,2.775,0.603,0.058,BDI
2000,3.64,3.079,0.547,0.014,KHM
2001,3.64,3.079,0.547,0.014,KHM
2002,3.64,3.079,0.547,0.014,KHM
2003,3.64,3.079,0.547,0.014,KHM
2004,3.64,3.079,0.547,0.014,KHM
2005,4.262,3.418,0.797,0.046,KHM
2006,4.262,3.418,0.797,0.046,KHM
2007,4.262,3.418,0.797,0.046,KHM
2008,4.262,3.418,0.797,0.046,KHM
2009,4.262,3.418,0.797,0.046,KHM
2010,4.943,3.83,1.031,0.082,KHM
2011,4.943,3.83,1.031,0.082,KHM
2012,4.943,3.83,1.031,0.082,KHM
2013,4.943,3.83,1.031,0.082,KHM
2014,4.943,3.83,1.031,0.082,KHM
2015,4.873,3.656,1.049,0.169,KHM
2016,4.873,3.656,1.049,0.169,KHM
2017,4.873,3.656,1.049,0.169,KHM
2018,4.873,3.656,1.049,0.169,KHM
2019,4.873,3.656,1.049,0.169,KHM
2020,4.873,3.656,1.049,0.169,KHM
2021,4.873,3.656,1.049,0.169,KHM
2022,4.873,3.656,1.049,0.169,KHM
2000,5.763,4.183,1.531,0.048,CMR
2001,5.763,4.183,1.531,0.048,CMR
2002,5.763,4.183,1.531,0.048,CMR
2003,5.763,4.183,1.531,0.048,CMR
2004,5.763,4.183,1.531,0.048,CMR
2005,6.062,4.304,1.69,0.069,CMR
2006,6.062,4.304,1.69,0.069,CMR
2007,6.062,4.304,1.69,0.069,CMR
2008,6.062,4.304,1.69,0.069,CMR
2009,6.062,4.304,1.69,0.069,CMR
2010,6.409,4.419,1.892,0.098,CMR
2011,6.409,4.419,1.892,0.098,CMR
2012,6.409,4.419,1.892,0.098,CMR
2013,6.409,4.419,1.892,0.098,CMR
2014,6.409,4.419,1.892,0.098,CMR
2015,7.124,4.731,2.204,0.188,CMR
2016,7.124,4.731,2.204,0.188,CMR
2017,7.124,4.731,2.204,0.188,CMR
2018,7.124,4.731,2.204,0.188,CMR
2019,7.124,4.731,2.204,0.188,CMR
2020,7.124,4.731,2.204,0.188,CMR
2021,7.124,4.731,2.204,0.188,CMR
2022,7.124,4.731,2.204,0.188,CMR
2000,11.391,5.874,4.643,0.874,CAN
2001,11.391,5.874,4.643,0.874,CAN
2002,11.391,5.874,4.643,0.874,CAN
2003,11.391,5.874,4.643,0.874,CAN
2004,11.391,5.874,4.643,0.874,CAN
2005,12.491,5.917,5.235,1.339,CAN
2006,12.491,5.917,5.235,1.339,CAN
2007,12.491,5.917,5.235,1.339,CAN
2008,12.491,5.917,5.235,1.339,CAN
2009,12.491,5.917,5.235,1.339,CAN
2010,12.742,5.935,5.359,1.448,CAN
2011,12.742,5.935,5.359,1.448,CAN
2012,12.742,5.935,5.359,1.448,CAN
2013,12.742,5.935,5.359,1.448,CAN
2014,12.742,5.935,5.359,1.448,CAN
2015,12.876,5.949,5.42,1.507,CAN
2016,12.876,5.949,5.42,1.507,CAN
2017,12.876,5.949,5.42,1.507,CAN
2018,12.876,5.949,5.42,1.507,CAN
2019,12.876,5.949,5.42,1.507,CAN
2020,12.876,5.949,5.42,1.507,CAN
2021,12.876,5.949,5.42,1.507,CAN
2022,12.876,5.949,5.42,1.507,CAN
2000,3.52,2.475,0.992,0.052,CAF
2001,3.52,2.475,0.992,0.052,CAF
2002,3.52,2.475,0.992,0.052,CAF
2003,3.52,2.475,0.992,0.052,CAF
2004,3.52,2.475,0.992,0.052,CAF
2005,3.782,2.648,1.083,0.052,CAF
2006,3.782,2.648,1.083,0.052,CAF
2007,3.782,2.648,1.083,0.052,CAF
2008,3.782,2.648,1.083,0.052,CAF
2009,3.782,2.648,1.083,0.052,CAF
2010,3.987,2.755,1.181,0.051,CAF
2011,3.987,2.755,1.181,0.051,CAF
2012,3.987,2.755,1.181,0.051,CAF
2013,3.987,2.755,1.181,0.051,CAF
2014,3.987,2.755,1.181,0.051,CAF
2015,4.112,2.801,1.251,0.06,CAF
2016,4.112,2.801,1.251,0.06,CAF
2017,4.112,2.801,1.251,0.06,CAF
2018,4.112,2.801,1.251,0.06,CAF
2019,4.112,2.801,1.251,0.06,CAF
2020,4.112,2.801,1.251,0.06,CAF
2021,4.112,2.801,1.251,0.06,CAF
2022,4.112,2.801,1.251,0.06,CAF
2000,9.405,5.322,3.481,0.602,CHL
2001,9.405,5.322,3.481,0.602,CHL
2002,9.405,5.322,3.481,0.602,CHL
2003,9.405,5.322,3.481,0.602,CHL
2004,9.405,5.322,3.481,0.602,CHL
2005,9.962,5.533,3.861,0.569,CHL
2006,9.962,5.533,3.861,0.569,CHL
2007,9.962,5.533,3.861,0.569,CHL
2008,9.962,5.533,3.861,0.569,CHL
2009,9.962,5.533,3.861,0.569,CHL
2010,10.348,5.732,4.151,0.464,CHL
2011,10.348,5.732,4.151,0.464,CHL
2012,10.348,5.732,4.151,0.464,CHL
2013,10.348,5.732,4.151,0.464,CHL
2014,10.348,5.732,4.151,0.464,CHL
2015,10.639,5.557,4.406,0.676,CHL
2016,10.639,5.557,4.406,0.676,CHL
2017,10.639,5.557,4.406,0.676,CHL
2018,10.639,5.557,4.406,0.676,CHL
2019,10.639,5.557,4.406,0.676,CHL
2020,10.639,5.557,4.406,0.676,CHL
2021,10.639,5.557,4.406,0.676,CHL
2022,10.639,5.557,4.406,0.676,CHL
2000,7.787,5.046,2.585,0.156,CHN
2001,7.787,5.046,2.585,0.156,CHN
2002,7.787,5.046,2.585,0.156,CHN
2003,7.787,5.046,2.585,0.156,CHN
2004,7.787,5.046,2.585,0.156,CHN
2005,8.022,5.133,2.733,0.156,CHN
2006,8.022,5.133,2.733,0.156,CHN
2007,8.022,5.133,2.733,0.156,CHN
2008,8.022,5.133,2.733,0.156,CHN
2009,8.022,5.133,2.733,0.156,CHN
2010,8.25,5.298,2.804,0.148,CHN
2011,8.25,5.298,2.804,0.148,CHN
2012,8.25,5.298,2.804,0.148,CHN
2013,8.25,5.298,2.804,0.148,CHN
2014,8.25,5.298,2.804,0.148,CHN
2015,8.71,5.375,3.109,0.225,CHN
2016,8.71,5.375,3.109,0.225,CHN
2017,8.71,5.375,3.109,0.225,CHN
2018,8.71,5.375,3.109,0.225,CHN
2019,8.71,5.375,3.109,0.225,CHN
2020,8.71,5.375,3.109,0.225,CHN
2021,8.71,5.375,3.109,0.225,CHN
2022,8.71,5.375,3.109,0.225,CHN
2000,10.371,5.264,4.569,0.538,HKG
2001,10.371,5.264,4.569,0.538,HKG
2002,10.371,5.264,4.569,0.538,HKG
2003,10.371,5.264,4.569,0.538,HKG
2004,10.371,5.264,4.569,0.538,HKG
2005,12.172,5.776,5.425,0.971,HKG
2006,12.172,5.776,5.425,0.971,HKG
2007,12.172,5.776,5.425,0.971,HKG
2008,12.172,5.776,5.425,0.971,HKG
2009,12.172,5.776,5.425,0.971,HKG
2010,12.197,5.85,5.602,0.745,HKG
2011,12.197,5.85,5.602,0.745,HKG
2012,12.197,5.85,5.602,0.745,HKG
2013,12.197,5.85,5.602,0.745,HKG
2014,12.197,5.85,5.602,0.745,HKG
2015,12.547,5.853,5.378,1.316,HKG
2016,12.547,5.853,5.378,1.316,HKG
2017,12.547,5.853,5.378,1.316,HKG
2018,12.547,5.853,5.378,1.316,HKG
2019,12.547,5.853,5.378,1.316,HKG
2020,12.547,5.853,5.378,1.316,HKG
2021,12.547,5.853,5.378,1.316,HKG
2022,12.547,5.853,5.378,1.316,HKG
2000,7.07,4.618,2.13,0.323,MAC
2001,7.07,4.618,2.13,0.323,MAC
2002,7.07,4.618,2.13,0.323,MAC
2003,7.07,4.618,2.13,0.323,MAC
2004,7.07,4.618,2.13,0.323,MAC
2005,7.838,4.82,2.635,0.383,MAC
2006,7.838,4.82,2.635,0.383,MAC
2007,7.838,4.82,2.635,0.383,MAC
